,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
36,boree,slaty,chink,frump,gadid,-63.82711515922954,20,-49.74395332995974,18,-34.9082419644854,14,-21.97538895866496,9,-12.76542303184591,-3.1913557579614773,-12.435988332489934,-2.763552962775541,-11.636080654828467,-2.4934458546061,-10.98769447933248,-2.441709884296107
37,sleet,crony,faugh,bovid,muzak,-66.66041686686887,21,-50.1588034042527,18,-35.976874174794716,14,-22.27877767744811,9,-13.332083373373774,-3.1743055650889938,-12.539700851063175,-2.78660018912515,-11.992291391598238,-2.569776726771051,-11.139388838724056,-2.475419741938679
38,crare,soily,bundt,whomp,gaffs,-68.63112009164693,20,-50.82173061588085,18,-35.2718723075196,14,-21.653683322664243,9,-13.726224018329386,-3.4315560045823466,-12.705432653970213,-2.8234294786600476,-11.757290769173201,-2.5194194505371144,-10.826841661332121,-2.4059648136293603
39,share,bliny,compt,fuzed,gawks,-69.70973859965663,22,-52.379922204152436,19,-36.82440815991785,15,-22.612972039997878,10,-13.941947719931326,-3.168624481802574,-13.094980551038109,-2.756838010744865,-12.274802719972618,-2.4549605439945235,-11.306486019998939,-2.2612972039997876
40,saner,doily,butch,gimme,pluff,-67.22781487942999,19,-50.75444596730641,17,-36.49874736341966,15,-22.84366566218394,10,-13.445562975885997,-3.5383060462857885,-12.688611491826602,-2.9855556451356713,-12.166249121139886,-2.4332498242279774,-11.42183283109197,-2.2843665662183943
41,corey,saint,flump,hewgh,kibbe,-70.39696014702174,20,-53.350271735524316,18,-36.93728829877987,15,-21.81885765019588,10,-14.07939202940435,-3.5198480073510874,-13.337567933881079,-2.9639039853069065,-12.312429432926622,-2.4624858865853247,-10.90942882509794,-2.181885765019588
42,slant,corey,guimp,bandh,jeffs,-70.44515543056507,20,-50.699447868149186,18,-36.97477019863742,15,-22.08805060482876,10,-14.089031086113014,-3.5222577715282535,-12.674861967037296,-2.816635992674955,-12.324923399545808,-2.4649846799091617,-11.04402530241438,-2.208805060482876
43,sonse,clary,whipt,fumed,biggs,-66.80274912240166,20,-50.71341660773032,18,-36.800130298752826,14,-22.528264565558153,9,-13.360549824480334,-3.3401374561200834,-12.67835415193258,-2.8174120337627957,-12.266710099584275,-2.628580735625202,-11.264132282779077,-2.503140507284239
44,crise,goaty,blunk,whomp,faded,-64.82167815112706,21,-51.60119395714362,19,-36.05133564878237,15,-22.84050620238889,10,-12.964335630225412,-3.0867465786250983,-12.900298489285905,-2.715852313533875,-12.017111882927457,-2.403422376585491,-11.420253101194445,-2.2840506202388893
45,saucy,brine,plotz,hewgh,domed,-68.74123149061116,20,-55.0301441134153,18,-38.61716067667085,15,-22.204786717318417,10,-13.74824629812223,-3.4370615745305577,-13.757536028353824,-3.057230228523072,-12.872386892223616,-2.5744773784447235,-11.102393358659208,-2.2204786717318417
46,saury,boite,clank,whomp,gived,-64.64984512064888,21,-50.43715405951987,18,-34.887295751158625,14,-22.428827824892142,10,-12.929969024129775,-3.0785640533642322,-12.609288514879967,-2.8020641144177705,-11.629098583719541,-2.4919496965113304,-11.214413912446071,-2.242882782489214
47,salet,crony,guimp,vozhd,blaff,-71.5524147948104,21,-55.89336854625847,19,-37.207848923630316,15,-22.32112932982165,10,-14.31048295896208,-3.407257847371924,-13.973342136564618,-2.9417562392767618,-12.402616307876771,-2.4805232615753545,-11.160564664910826,-2.232112932982165
48,coate,shiny,frump,dwell,vibex,-69.57116191704057,21,-51.95559138806644,18,-37.07670747297734,15,-22.240996107503,10,-13.914232383408114,-3.312912472240027,-12.98889784701661,-2.8864217437814688,-12.358902490992447,-2.4717804981984894,-11.1204980537515,-2.2240996107503
49,coaly,shine,trump,faded,bewig,-66.03572692403384,20,-50.05442952049518,17,-36.833945326511746,15,-22.08888832930554,10,-13.207145384806768,-3.301786346201692,-12.513607380123794,-2.9443782070879516,-12.277981775503916,-2.455596355100783,-11.04444416465277,-2.208888832930554
50,crone,slaty,guimp,vozhd,wauff,-72.20484710380707,21,-55.611494439473105,19,-36.92597481684495,15,-22.039255223036285,10,-14.440969420761414,-3.438326052562241,-13.902873609868276,-2.9269207599722686,-12.308658272281649,-2.46173165445633,-11.019627611518143,-2.2039255223036287
51,shone,clary,putid,begem,frizz,-68.86151506530075,20,-50.877867147595836,18,-36.54005798120376,15,-22.564712962343435,10,-13.77230301306015,-3.4430757532650373,-12.719466786898959,-2.8265481748664354,-12.18001932706792,-2.436003865413584,-11.282356481171718,-2.2564712962343436
52,crate,soily,bundh,kamik,pluff,-68.46848214544656,19,-51.99511323332298,17,-35.95635965071197,15,-21.742478821447378,10,-13.69369642908931,-3.603604323444556,-12.998778308330746,-3.0585360725484105,-11.98545321690399,-2.397090643380798,-10.871239410723689,-2.174247882144738
53,shaly,crine,doubt,kamik,wigga,-68.93988467026014,19,-52.685783012468995,17,-36.64702942985798,15,-22.132690951963937,10,-13.787976934052029,-3.6284149826452707,-13.171445753117249,-3.099163706615823,-12.215676476619327,-2.443135295323865,-11.066345475981969,-2.213269095196394
54,brine,slaty,pouch,faded,muzak,-64.86373442410456,20,-48.36212096148839,17,-35.141636767504956,15,-22.087514300690724,10,-12.972746884820912,-3.243186721205228,-12.090530240372097,-2.8448306447934346,-11.713878922501651,-2.3427757845003305,-11.043757150345362,-2.2087514300690723
55,crier,slaty,bound,whomp,gaffe,-65.84781585220786,20,-50.479597632721976,18,-34.92973932436073,14,-22.088356828452334,9,-13.169563170441572,-3.292390792610393,-12.619899408180494,-2.8044220907067765,-11.643246441453577,-2.4949813803114806,-11.044178414226167,-2.454261869828037
56,shier,coaly,bundt,gamme,pluff,-66.16413108587717,19,-49.6907621737536,17,-35.84216936743247,15,-22.22398038257711,10,-13.232826217175434,-3.4823226887303775,-12.4226905434384,-2.9229860102208,-11.947389789144156,-2.389477957828831,-11.111990191288555,-2.222398038257711
57,sonny,crate,build,whomp,gaffs,-68.51713545354501,20,-50.70774597777893,18,-35.15788766941768,14,-22.272349105203666,9,-13.703427090709003,-3.4258567726772506,-12.676936494444732,-2.817096998765496,-11.719295889805894,-2.5112776906726917,-11.136174552601833,-2.4747054561337407
58,shiny,coate,frump,dwell,vibex,-69.57116191704057,21,-51.95559138806644,18,-37.07670747297734,15,-22.240996107503,10,-13.914232383408114,-3.312912472240027,-12.98889784701661,-2.8864217437814688,-12.358902490992447,-2.4717804981984894,-11.1204980537515,-2.2240996107503
59,seely,brant,hoick,pudge,maxim,-66.9230595536813,20,-49.9847314001866,18,-36.16948774576385,14,-22.67083278656797,9,-13.38461191073626,-3.346152977684065,-12.49618285004665,-2.7769295222325887,-12.056495915254617,-2.5835348389831325,-11.335416393283985,-2.5189814207297747
60,sorry,faine,mulct,khaph,bided,-65.43912124239145,19,-52.0506056242288,17,-35.93960481007833,14,-22.412179828578775,9,-13.08782424847829,-3.4441642759153397,-13.0126514060572,-3.0618003308369883,-11.97986827002611,-2.5671146292913094,-11.206089914289388,-2.4902422031754194
61,sonce,fairy,bumph,dwelt,giver,-66.12282838334647,21,-52.49230599481536,19,-38.09451054139649,15,-22.749452065242657,10,-13.224565676669295,-3.1487061134926893,-13.12307649870384,-2.7627529470955454,-12.698170180465496,-2.539634036093099,-11.374726032621329,-2.274945206524266
62,brace,soily,thunk,faded,gemma,-64.65274548726678,19,-48.69920044865002,17,-35.47871625466659,15,-21.787932848174208,10,-12.930549097453357,-3.402776078277199,-12.174800112162504,-2.8646588499205894,-11.826238751555529,-2.365247750311106,-10.893966424087104,-2.178793284817421
63,cooer,slaty,duing,whump,kibbe,-69.36817471062326,20,-52.32148629912584,18,-36.38235756857641,14,-22.13054465364946,9,-13.873634942124653,-3.4684087355311632,-13.08037157478146,-2.9067492388403244,-12.127452522858803,-2.5987398263268866,-11.06527232682473,-2.458949405961051
64,gooey,saint,churl,buffe,dwalm,-66.3018648946457,19,-50.67625152258334,16,-35.224295251452794,14,-21.95718050109348,9,-13.26037297892914,-3.4895718365603003,-12.669062880645836,-3.167265720161459,-11.741431750484265,-2.5160210893894854,-10.97859025054674,-2.43968672234372
65,salse,crony,whipt,fumed,bobak,-64.65469513951211,20,-50.60922309605933,18,-36.695936787081834,14,-22.42407105388716,9,-12.930939027902422,-3.2327347569756055,-12.652305774014833,-2.8116235053366294,-12.231978929027278,-2.6211383419344165,-11.21203552694358,-2.4915634504319066
66,shire,coaly,bundt,frump,gawks,-68.05165330658842,21,-50.721836911084225,18,-35.886125545609886,15,-22.267936560754528,10,-13.610330661317684,-3.240554919361353,-12.680459227771056,-2.817879828393568,-11.962041848536629,-2.3924083697073257,-11.133968280377264,-2.226793656075453
67,brise,coaly,thunk,faded,gemma,-65.14774595517585,19,-49.194200916559076,17,-35.973716722575645,15,-22.282933316083266,10,-13.02954919103517,-3.4288287344829396,-12.298550229139769,-2.8937765245034752,-11.991238907525215,-2.398247781505043,-11.141466658041633,-2.2282933316083264
68,coney,slart,guimp,bedad,whelk,-65.50256935597028,20,-51.18602726412583,17,-37.3120424353013,15,-22.42532284149264,10,-13.100513871194057,-3.275128467798514,-12.796506816031458,-3.0109427802426962,-12.437347478433766,-2.4874694956867534,-11.21266142074632,-2.242532284149264
69,sonsy,crate,build,whomp,gaffs,-68.57912712957298,20,-50.7697376538069,18,-35.21987934544565,14,-22.33434078123163,9,-13.715825425914597,-3.428956356478649,-12.692434413451725,-2.82054098076705,-11.739959781815216,-2.515705667531832,-11.167170390615816,-2.481593420136848
70,sluse,crony,baith,domed,quaff,-66.26573359177104,18,-48.548526793805905,16,-34.83743941661004,14,-22.451515163449166,9,-13.253146718354207,-3.68142964398728,-12.137131698451476,-3.034282924612869,-11.61247980553668,-2.48838852975786,-11.225757581724583,-2.4946127959387963
71,sleer,coady,quint,whomp,gaffe,-68.0538363294481,20,-52.68561810996222,18,-37.135759801600976,14,-23.143166494462044,9,-13.61076726588962,-3.402691816472405,-13.171404527490555,-2.9269787838867902,-12.378586600533659,-2.6525542715429267,-11.571583247231022,-2.571462943829116
72,slart,coney,guimp,bedad,whelk,-65.50256935597028,20,-51.18602726412583,17,-37.3120424353013,15,-22.42532284149264,10,-13.100513871194057,-3.275128467798514,-12.796506816031458,-3.0109427802426962,-12.437347478433766,-2.4874694956867534,-11.21266142074632,-2.242532284149264
73,shoer,gaily,bundt,crack,pouff,-65.02684728100263,19,-48.880000274647095,17,-36.52520340004128,15,-22.907014415185923,10,-13.005369456200526,-3.4224656463685594,-12.220000068661774,-2.8752941338027704,-12.175067800013759,-2.435013560002752,-11.453507207592962,-2.2907014415185922
74,salle,crony,whipt,fumed,bobak,-64.70843941551881,20,-50.66296737206603,18,-36.74968106308853,14,-22.477815329893854,9,-12.941687883103763,-3.2354219707759406,-12.665741843016507,-2.814609298448113,-12.249893687696177,-2.6249772187920377,-11.238907664946927,-2.4975350366548725
75,crony,slate,guimp,vozhd,wauff,-72.20484710380707,21,-55.611494439473105,19,-36.92597481684495,15,-22.039255223036285,10,-14.440969420761414,-3.438326052562241,-13.902873609868276,-2.9269207599722686,-12.308658272281649,-2.46173165445633,-11.019627611518143,-2.2039255223036287
76,boose,clary,quint,whump,faded,-65.86716155813457,20,-52.64667736415113,18,-36.707548633601704,14,-22.71495532646277,9,-13.173432311626915,-3.2933580779067286,-13.161669341037783,-2.9248154091195073,-12.2358495445339,-2.621967759542979,-11.357477663231386,-2.5238839251625302
77,beany,souct,whirl,fadge,muzak,-66.28499777317411,21,-49.78338431055794,18,-36.414480111456236,15,-22.760138205259445,10,-13.256999554634822,-3.1564284653892436,-12.445846077639485,-2.7657435728087747,-12.138160037152078,-2.427632007430416,-11.380069102629722,-2.2760138205259444
78,faine,surly,botch,piped,gemma,-65.79541647251482,19,-49.84187143389805,17,-36.00394925040017,15,-22.75254853547911,10,-13.159083294502963,-3.462916656448148,-12.460467858474512,-2.931874790229297,-12.001316416800057,-2.4002632833600113,-11.376274267739555,-2.275254853547911
79,saunt,corey,whilk,budge,flamm,-64.60639829555193,20,-49.82422848944398,18,-36.20519550397586,15,-22.294118520239586,10,-12.921279659110386,-3.2303199147775965,-12.456057122360995,-2.768012693857999,-12.068398501325285,-2.413679700265057,-11.147059260119793,-2.2294118520239588
80,prase,bliny,chout,faded,skegg,-66.22232595968102,19,-49.053016838361415,17,-35.832532644377984,15,-22.82417946428124,10,-13.244465191936204,-3.485385576825317,-12.263254209590354,-2.885471578727142,-11.944177548125994,-2.3888355096251987,-11.41208973214062,-2.282417946428124
81,sonly,crate,guimp,faded,bekah,-65.97253872718197,20,-50.495288845030416,17,-37.274804651046985,15,-22.38808505723832,10,-13.194507745436393,-3.2986269363590983,-12.623822211257604,-2.970311108531201,-12.424934883682328,-2.4849869767364656,-11.19404252861916,-2.2388085057238323
82,suint,brace,godly,whomp,jeffs,-70.75707098344577,21,-51.011363421029884,19,-35.46150511266864,15,-22.438440969018167,10,-14.151414196689155,-3.3693843325450366,-12.752840855257471,-2.684808601106836,-11.82050170422288,-2.3641003408445758,-11.219220484509083,-2.2438440969018165
83,paise,crony,thumb,fjeld,gowks,-74.50209522817437,22,-57.086756659232016,19,-39.424182285336954,15,-22.506727431993916,10,-14.900419045634873,-3.386458874007926,-14.271689164808004,-3.00456613995958,-13.141394095112318,-2.6282788190224635,-11.253363715996958,-2.2506727431993916
84,crore,slaty,duing,whump,bobak,-66.45471714341443,20,-52.40924509996165,18,-36.470116369412224,14,-22.21830345448527,9,-13.290943428682885,-3.3227358571707213,-13.102311274990413,-2.9116247277756475,-12.15670545647074,-2.6050083121008734,-11.109151727242635,-2.4687003838316968
85,shore,gaily,bundt,crack,pouff,-65.07080345918006,19,-48.92395645282452,17,-36.5691595782187,15,-22.95097059336334,10,-13.014160691836011,-3.4247791294305294,-12.23098911320613,-2.8778797913426186,-12.189719859406233,-2.437943971881247,-11.47548529668167,-2.2950970593363342
86,beare,soily,chunk,tapet,fremd,-61.94863058765938,19,-47.918787209397564,16,-35.29397226120866,14,-21.885858385344516,9,-12.389726117531875,-3.260454241455757,-11.979696802349391,-2.9949242005873478,-11.764657420402886,-2.520998018657761,-10.942929192672258,-2.4317620428160573
87,brier,slaty,pound,chowk,gamme,-64.07902539364234,20,-50.23043258732121,18,-35.26019951882531,14,-22.22260635396229,9,-12.815805078728468,-3.203951269682117,-12.557608146830303,-2.790579588184512,-11.753399839608436,-2.5185856799160935,-11.111303176981146,-2.4691784837735877
88,shite,coaly,grund,bebop,kamik,-66.7760005522675,19,-50.73724696965649,17,-35.64738228621262,15,-22.35673205953766,10,-13.3552001104535,-3.5145263448561845,-12.684311742414122,-2.9845439393915583,-11.882460762070872,-2.3764921524141744,-11.17836602976883,-2.235673205953766
89,shily,crane,doubt,kamik,wigga,-68.93988467026014,19,-52.685783012468995,17,-36.64702942985798,15,-22.132690951963934,10,-13.787976934052029,-3.6284149826452707,-13.171445753117249,-3.099163706615823,-12.215676476619327,-2.443135295323865,-11.066345475981967,-2.2132690951963934
